가성진,딱 너 같은 딸,mbc,2015-05-18,13.9,달래네 집,kbs2,2004-05-17,,언제나 두근두근,kbs2,2002-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강성진,우리 집 꿀단지,kbs1,2015-11-02,30,지성이면 감천,kbs1,2013-04-29,28.4,다 줄거야,kbs2,2009-10-12,17.2,드라마시티 - 늙은 양아치의 노래,kbs2,2007-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강윤경,트로트의 연인,kbs2,2014-06-23,9.2,망설이지마,sbs,2009-10-05,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
목연희,세 남자,tvn,2009-07-18,,웃는 얼굴로 돌아보라,kbs2,2006-07-03,8.5,압구정 종갓집,sbs,2003-11-03,,대박가족,sbs,2002-02-25,,세 친구,mbc,2000-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문기람,처용 2,ocn,2015-08-23,1.8,처용,ocn,2014-02-09,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문선희,별난 며느리,kbs2,2015-08-17,6,꽃할배 수사대,tvn,2014-05-09,2.7,마보이,투니버스,2012-08-16,,K-팝 최강 서바이벌,채널a,2012-03-19,0.4,갈수록 기세등등,mbn,2011-12-03,0.6,사랑도 리필이 되나요?,kbs2,2005-11-07,4.6,남자 셋 여자 셋,mbc,1996-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문소산,오렌지 마말레이드,kbs2,2015-05-15,4.9,실종느와르 M,ocn,2015-03-28,1.8,특수사건 전담반 TEN,ocn,2011-11-18,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문영남,왜그래 풍상씨,kbs2,2019-01-09,22.7,우리 갑순이,sbs,2016-08-27,20.1,왕가네 식구들,kbs2,2013-08-31,48.3,폼나게 살거야,sbs,2011-09-17,14.6,수상한 삼형제,kbs2,2009-10-17,43.5,조강지처 클럽,sbs,2007-09-29,40.2,소문난 칠공주,kbs2,2006-04-01,44.4,장밋빛 인생,kbs2,2005-08-24,,애정의 조건,kbs2,2004-03-20,,그 여자 사람잡네,sbs,2002-04-27,,결혼의 법칙,mbc,2001-04-23,,남의 속도 모르고,mbc,1999-11-06,,정 때문에,kbs2,1997-03-03,,바람은 불어도,kbs1,1995-04-03,,폴리스,kbs2,1994-01-26,,분노의 왕국,mbc,1992-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문영훈,TV소설 꽃피어라 달순아,kbs2,2017-08-14,12,TV소설 내 마음의 꽃비,kbs2,2016-02-29,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문유석,미스 함무라비,jtbc,2018-05-21,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문은아,왼손잡이 아내,kbs2,2019-01-02,17.1,이름 없는 여자,kbs2,2017-04-24,23.8,내 사랑 나비부인,sbs,2012-10-06,15.2,웃어라 동해야,kbs1,2010-10-04,43.9,너는 내 운명,kbs1,2008-05-05,43.6,아줌마가 간다,kbs2,2006-11-13,21.1,그녀가 돌아왔다,kbs2,2005-06-27,,학교 4,kbs2,2001-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문지영,후아유,tvn,2013-07-29,1.4,아이러브 이태리,tvn,2012-05-28,0.6,스타일,sbs,2009-08-01,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문희정,굿바이 미스터 블랙,mbc,2016-03-16,9.9,기분 좋은 날,sbs,2014-04-26,10.2,보고싶다,mbc,2012-11-07,11.7,내 마음이 들리니,mbc,2011-04-02,21.6,"그대, 웃어요",sbs,2009-09-26,19.4,내 생애 마지막 스캔들,mbc,2008-03-08,19.8,발칙한 여자들,mbc,2006-07-29,15.4,천국의 나무,sbs,2006-02-08,8.9,해변으로 가요,sbs,2005-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
민지형,레버리지 : 사기조작단,tv조선,2019-10-13,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박경선,드라마 스페셜 연작시리즈 - 락 ROCK 樂,kbs2,2010-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박경수,귓속말,sbs,2017-03-27,20.3,펀치,sbs,2014-12-15,14.8,황금의 제국,sbs,2013-07-01,11.7,추적자 THE CHASER,sbs,2012-05-28,22.6,태왕사신기,mbc,2007-09-11,31.9,내 인생의 스페셜,mbc,2006-02-06,11.3,동물원 사람들,kbs2,2002-03-11,,카이스트,sbs,1999-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박계옥,닥터 프리즈너,kbs2,2019-03-20,15.8,감격시대 : 투신의 탄생,kbs2,2014-01-15,12.6,바보엄마,sbs,2012-03-17,12.8,천하무적 이평강,kbs2,2009-11-09,9.4,카인과 아벨,sbs,2009-02-18,16.6,투명인간 최장수,kbs2,2006-07-05,18.3,건빵선생과 별사탕,sbs,2005-04-13,,줄리엣의 남자,sbs,2000-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박민정,우리가 사랑할 수 있을까,jtbc,2014-01-06,3.1,스탠바이,mbc,2012-04-09,7.9,몽땅 내 사랑,mbc,2010-11-08,14.4,태희혜교지현이,mbc,2009-03-02,14,막돼먹은 영애씨 시즌2,tvn,2007-09-07,,막돼먹은 영애씨 시즌1,tvn,2007-04-20,,레인보우 로망스,mbc,2005-10-24,6.5,논스톱 4,mbc,2003-09-15,,스무살,sbs,2003-03-03,,논스톱,mbc,2000-05-15,,점프,mbc,1999-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박범수,그대로도 괜찮아,kbs2,2011-04-20,1,식객,sbs,2008-06-17,25.5,나의사랑 클레멘타인,sbs,2006-12-25,6.8,겨울아이,ebs1,2005-11-16,,4월의 키스,kbs2,2004-04-21,,해뜨는 집,sbs,2002-10-21,,좋아 좋아,sbs,2000-04-30,,파트너,sbs,1998-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박상연,아스달 연대기,tvn,2019-06-01,7.7,써클 : 이어진 두 세계,tvn,2017-05-22,2.9,육룡이 나르샤,sbs,2015-10-05,17.3,청담동 앨리스,sbs,2012-12-01,16.6,뿌리깊은 나무,sbs,2011-10-05,25.4,로열 패밀리,mbc,2011-03-02,15.7,선덕여왕,mbc,2009-05-25,43.6,최강칠우,kbs2,2008-06-17,14.7,히트,mbc,2007-03-19,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박상희,라이더스 : 내일을 잡아라,e채널,2015-11-08,,대풍수,sbs,2012-10-10,10.8,무적의 낙하산 요원,sbs,2006-09-06,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박선자,안단테,kbs1,2017-09-24,2.8,우리집,mbc,2001-11-09,,메디컬 센터,sbs,2000-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박성진,리갈하이,jtbc,2019-02-08,3.3,MISS 맘마미아,kbs drama,2015-01-28,,강력반,kbs2,2011-03-07,8.7,연어의 꿈,kbs2,2006-04-26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박승혜,야식남녀,jtbc,2020-05-25,1.5,신이라 불리운 사나이,mbc,2010-03-06,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박언희,그래도 당신,sbs,2012-05-21,20.2,날아오르다,sbs,2007-08-24,16,소금인형,sbs,2007-01-12,24.4,하노이 신부,sbs,2005-09-19,,엄마의 전성시대,sbs,2005-02-08,,쿨,kbs2,2001-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박연선,날아올라라 나비,jtbc,2021,,청춘시대 2,jtbc,2017-08-25,4.1,청춘시대,jtbc,2016-07-22,2.5,난폭한 로맨스,kbs2,2012-01-04,7.1,드라마 스페셜 연작시리즈 - 화이트 크리스마스,kbs2,2011-01-30,4.9,드라마 스페셜 - 무서운 놈과 귀신과 나,kbs2,2010-05-22,3.2,얼렁뚱땅 흥신소,kbs2,2007-10-08,5.2,연애시대,sbs,2006-04-03,16.9,파란만장 미스김 10억 만들기,sbs,2004-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박영숙,풀하우스 테이크 2,sbs plus,2012-10-22,0.9,헬로! 애기씨,kbs2,2007-03-19,16.1,불멸의 이순신,kbs1,2004-09-04,,언제나 두근두근,kbs2,2002-04-07,,어린 왕자,kbs2,1999-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박예경,마녀의 성,sbs,2015-12-14,11.2,열애,sbs,2013-09-28,11.9,내 딸 꽃님이,sbs,2011-11-14,18.5,당돌한 여자,sbs,2010-03-02,22.9,걱정하지마,kbs2,2005-10-31,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박유미,이혼변호사는 연애중,sbs,2015-04-18,6,아홉수 소년,tvn,2014-08-29,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박윤후,S.O.S 나를 구해줘,kbs drama,2014-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박은령,사임당 빛의 일기,sbs,2017-01-26,16.3,고봉실 아줌마 구하기,tv조선,2011-12-17,1.7,인생이여 고마워요,kbs2,2006-01-07,19.9,두번째 프러포즈,kbs2,2004-09-08,,앞집 여자,mbc,2003-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박은미,써클 : 이어진 두 세계,tvn,2017-05-22,2.9,드라마 페스티벌 - 하늘재 살인사건,mbc,2013-12-05,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박은영,화랑,kbs2,2016-12-19,13.1,드라마 스페셜 연작시리즈 - 동화처럼,kbs2,2013-03-17,3.5,드라마 스페셜 - 영덕 우먼스 씨름단,kbs2,2011-06-05,5.5,드라마 스페셜 - 피아니스트,kbs2,2010-11-27,3.2,드라마 스페셜 - 오페라가 끝나면,kbs2,2010-10-16,2.3,"드라마 스페셜 - 소년, 소녀를 만나다",kbs2,2010-10-02,,드라마 스페셜 - 조금 야한 우리 연애,kbs2,2010-06-05,,파트너,kbs2,2009-06-24,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박재범,빈센조,tvn,2021,,열혈사제,sbs,2019-02-15,22,김과장,kbs2,2017-01-25,18.4,블러드,kbs2,2015-02-16,6,드라마 스페셜 - 원혼,kbs2,2014-11-16,1.4,신의 퀴즈 시즌4,ocn,2014-05-18,1.6,굿 닥터,kbs2,2013-08-05,21.5,신의 퀴즈 시즌3,ocn,2012-05-20,1.7,신의 퀴즈 시즌2,ocn,2011-06-10,,신의 퀴즈 시즌1,ocn,2010-10-08,,드라마시티,kbs2,1984,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박재현,스탠바이,mbc,2012-04-09,7.9,MANNY,tvn,2011-04-13,,경성 기방 영화관,ocn,2008-05-17,,달려라! 고등어,sbs,2007-05-12,4.8,압구정 종갓집,sbs,2003-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박정란,아름다운 당신,mbc,2015-11-09,14.6,엄마의 정원,mbc,2014-03-17,15.3,천 번의 입맞춤,mbc,2011-08-20,15.6,초혼,sbs,2010-11-12,11.1,"사랑해, 울지마",mbc,2008-11-17,19.5,행복한 여자,kbs2,2007-01-06,32.5,어여쁜 당신,kbs1,2005-02-14,,노란손수건,kbs1,2003-02-03,,소문난 여자,sbs,2001-04-02,,하나뿐인 당신,mbc,1999-04-05,,사랑해 사랑해,sbs,1998-03-07,,엄마의 깃발,sbs,1996-09-02,,고백,sbs,1995-03-13,,사랑의 향기,sbs,1994-04-09,,들국화,kbs1,1993-01-04,,여자의 시간,kbs2,1991-10-26,,울밑에 선 봉선화,kbs1,1989-11-06,,내일 잊으리,mbc,1988-07-30,,유혹,mbc,1987-10-12,,이별 그리고 사랑,kbs2,1986-01-11,,딸이 더 좋아,kbs1,1984-11-04,,미망인,kbs2,1984-01-07,,여자의 강,kbs2,1982-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박정화,천상의 화원 곰배령,채널a,2011-12-03,1.4,나의 숨은 사랑,mbc,2004-04-23,,사춘기,mbc,1993-04-15,,무동이네 집,mbc,1991-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박지숙,내 생애 봄날,mbc,2014-09-10,11.1,드라마 스페셜 연작시리즈 - 강철본색,kbs2,2012-03-25,5.7,2011 TV 문학관 - 사랑방 손님과 어머니,kbs1,2011-12-08,4.2,드라마 스페셜 연작시리즈 - 특별수사대 MSS,kbs2,2011-01-02,6.3,히어로,mbc,2009-11-18,6.6,"HD TV문학관 - 봄, 봄봄",kbs1,2008-03-03,6.2,도망자 이두용,kbs2,2006-09-27,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박지은,사랑의 불시착,tvn,2019-12-14,21.7,푸른 바다의 전설,sbs,2016-11-16,21,프로듀사,kbs2,2015-05-15,17.7,별에서 온 그대,sbs,2013-12-18,28.1,넝쿨째 굴러온 당신,kbs2,2012-02-25,45.3,역전의 여왕,mbc,2010-10-18,17.4,내조의 여왕,mbc,2009-03-16,30.6,칼잡이 오수정,sbs,2007-07-28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박지현,행복을 주는 사람,mbc,2016-11-21,10.9,잘했군 잘했어,mbc,2009-03-14,13,내 곁에 있어,mbc,2007-03-12,20.5,사랑을 할꺼야,mbc,2004-06-12,,그대 아직도 꿈꾸고 있는가,mbc,2003-03-03,,이브의 모든 것,mbc,2000-04-26,,사랑해 당신을,mbc,1999-09-11,,TV소설 초원의 빛,kbs1,1997-03-03,,TV소설 은하수,kbs1,1996-03-04,,TV소설 길,kbs1,1995-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박지현,잘났어 정말,mbc,2013-05-06,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박진숙,소풍가는 여자,sbs,2004-05-03,,아버지와 아들,sbs,2001-07-21,,사람의 집,kbs1,1999-04-05,,방울이,mbc,1997-09-01,,동기간,mbc,1996-04-27,,여울목,mbc,1994-10-22,,아들과 딸,mbc,1992-10-03,,산너머 저쪽,mbc,1991-05-11,,그 여자,mbc,1990-05-02,,마당 깊은 집,mbc,1990-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박진우,닥터 이방인,sbs,2014-05-05,14,바람의 나라,kbs2,2008-09-10,20.2,한성별곡,kbs2,2007-07-09,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박필주,같이 살래요,kbs2,2018-03-17,36.9,"다시, 첫사랑",kbs2,2016-11-28,23.7,파랑새의 집,kbs2,2015-02-21,27.5,내일도 칸타빌레,kbs2,2014-10-13,8.5,드라마 스페셜 - 괴물,kbs2,2014-03-30,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박해영,나의 아저씨,tvn,2018-03-21,7.4,또 오해영,tvn,2016-05-02,10,청담동 살아요,jtbc,2011-12-05,,올드미스 다이어리,kbs2,2004-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박현주,황금정원,mbc,2019-07-20,10.4,여왕의 꽃,mbc,2015-03-14,22.4,원더풀 마마,sbs,2013-04-13,9.2,애정만만세,mbc,2011-07-16,23.5,살맛납니다,mbc,2009-10-26,22.4,내사랑 금지옥엽,kbs2,2008-10-04,32.5,황금신부,sbs,2007-06-23,31.1,어느날 갑자기,sbs,2006-02-24,18.1,여왕의 조건,sbs,2005-05-09,,용서,sbs,2000-10-16,,달콤한 신부,sbs,1999-10-17,,연어가 돌아올 때,sbs,1996-11-11,,엘레지,sbs,1995-10-09,,아스팔트 사나이,sbs,1995-05-17,,세 남자 세 여자,sbs,1994-01-31,,사랑의 조건,sbs,1993-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박현진,컬러 오브 우먼,채널a,2011-12-05,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박형진,결혼의 꼼수,tvn,2012-04-02,,드라마 스페셜 - 이유,kbs2,2010-07-03,,전설의 고향 - 계집종,kbs2,2009-08-17,,살아가는 동안 후회할 줄 알면서 저지르는 일들,kbs2,2008-06-09,5.1,드라마시티 - 신파를 위하여,kbs2,2007-08-25,,막상막하,mbc,2002-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박혜련,스타트업,tvn,2020-10-17,5,당신이 잠든 사이에,sbs,2017-09-27,10,페이지터너,kbs2,2016-03-26,4.4,피노키오,sbs,2014-11-12,13.3,너의 목소리가 들려,sbs,2013-06-05,24.1,드림하이,kbs2,2011-01-03,17.9,칼잡이 오수정,sbs,2007-07-28,16,김치 치즈 스마일,mbc,2007-07-23,11.2,혼자가 아니야,sbs,2004-10-11,,논스톱 5,mbc,2004-10-04,,논스톱 3,mbc,2002-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
박혜진,군주 - 가면의 주인,mbc,2017-05-10,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방지영,야경꾼 일지,mbc,2014-08-04,12.7,드라마 스페셜 - 돌멩이,kbs2,2010-09-04,,2009 전설의 고향,kbs2,2009-08-10,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
방효금,드라마 스페셜 연작시리즈 - 락 ROCK 樂,kbs2,2010-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배유미,사랑은 뷰티풀 인생은 원더풀,kbs2,2019-09-28,32.3,키스 먼저 할까요?,sbs,2018-02-20,12.5,애인있어요,sbs,2015-08-22,11.4,스캔들 : 매우 충격적이고 부도덕한 사건,mbc,2013-06-29,18.2,반짝반짝 빛나는,mbc,2011-02-12,25.3,누구세요?,mbc,2008-03-05,13.1,진짜 진짜 좋아해,mbc,2006-04-08,12.5,12월의 열대야,mbc,2004-10-27,,위풍당당 그녀,mbc,2003-03-12,,로망스,mbc,2002-05-08,,태양은 가득히,kbs2,2000-09-16,,해피투게더,sbs,1999-06-16,,내 마음을 뺏어봐,sbs,1998-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
배종병,우와한 녀,tvn,2013-04-18,0.6,버디버디,tvn,2011-08-08,,장난스런 KISS,mbc,2010-09-01,7.5,탐나는도다,mbc,2009-08-08,6.7,꽃보다 남자,kbs2,2009-01-05,32.9,궁S,mbc,2007-01-10,14.7,환상의 커플,mbc,2006-10-14,21.4,궁,mbc,2006-01-11,27.1,이 죽일놈의 사랑,kbs2,2005-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
